pathway_name,pathway_source,num_overlapping_genes,overlapping_genes,num_all_pathway_genes,P_genes,Q_genes,num_overlapping_metabolites,overlapping_metabolites,num_all_pathway_metabolites,P_metabolites,Q_metabolites,P_joint,Q_joint
ATF-2 transcription factor network,PID,4,RUVBL2;CCNA2;NOS2;CDK4,60 (60),0.185,1,0,,0 (3),1,1,0.185,1
Extracellular vesicles in the crosstalk of cardiac cells,Wikipathways,2,SPP1;BIRC5,22 (22),0.197,1,0,,0 (0),1,1,0.197,1
hypoxia and p53 in the cardiovascular system,BioCarta,2,TAF1;RPA1,22 (22),0.197,1,0,,0 (0),1,1,0.197,1
role of brca1 brca2 and atr in cancer susceptibility,BioCarta,2,RAD51;FANCD2,22 (22),0.197,1,0,,0 (0),1,1,0.197,1
Nef-mediates down modulation of cell surface receptors by recruiting them to clathrin adapters,Reactome,2,AP2A2;AP2S1,22 (22),0.197,1,0,,0 (0),1,1,0.197,1
miRNAs involved in DNA damage response,Wikipathways,4,CDC25A;E2F1;H2AFX;CDK6,62 (62),0.2,1,0,,0 (0),1,1,0.2,1
SUMO is proteolytically processed,Reactome,1,SUMO3,6 (6),0.204,1,0,,0 (0),1,1,0.204,1
AUF1 (hnRNP D0) binds and destabilizes mRNA,Reactome,1,EIF4G1,6 (6),0.204,1,0,,0 (0),1,1,0.204,1
ifn gamma signaling pathway,BioCarta,1,IFNGR1,6 (6),0.204,1,0,,0 (1),1,1,0.204,1
IFN gamma signaling,INOH,1,IFNGR1,6 (6),0.204,1,0,,0 (1),1,1,0.204,1
SMAD2/3 Phosphorylation Motif Mutants in Cancer,Reactome,1,TGFB1,6 (6),0.204,1,0,,0 (0),1,1,0.204,1
mir-124 predicted interactions with cell cycle and differentiation,Wikipathways,1,PTBP1,6 (6),0.204,1,0,,0 (0),1,1,0.204,1
ctcf: first multivalent nuclear factor,BioCarta,2,TGFB1;PPP2R5D,23 (23),0.211,1,0,,0 (0),1,1,0.211,1
Syndecan-1-mediated signaling events,PID,3,TGFB1;MET;COL5A1,43 (43),0.216,1,0,,0 (0),1,1,0.216,1
Lung fibrosis,Wikipathways,4,TGFB1;SPP1;CCR2;DPP9,64 (64),0.216,1,0,,0 (1),1,1,0.216,1
GABA receptor Signaling,Wikipathways,2,AP2A2;AP2S1,24 (24),0.225,1,0,,0 (0),1,1,0.225,1
Beta3 integrin cell surface interactions,PID,3,SPP1;HMGB1;FN1,44 (44),0.226,1,0,,0 (3),1,1,0.226,1
Beta1 integrin cell surface interactions,PID,4,SPP1;COL5A1;F13A1;FN1,66 (66),0.232,1,0,,0 (2),1,1,0.232,1
HIF-1-alpha transcription factor network,PID,4,EGLN1;PFKL;LDHA;NOS2,66 (66),0.232,1,0,,0 (3),1,1,0.232,1
2-LTR circle formation,Reactome,1,BANF1,7 (7),0.234,1,0,,0 (0),1,1,0.234,1
srebp control of lipid synthesis,BioCarta,1,SREBF1,7 (7),0.234,1,0,,0 (0),1,1,0.234,1
DDX1 as a regulatory component of the Drosha microprocessor,Wikipathways,1,DGCR8,7 (7),0.234,1,0,,0 (0),1,1,0.234,1
TGF-Ncore,Signalink,3,HIPK2;NUP214;PPP1CC,45 (45),0.236,1,0,,0 (0),1,1,0.236,1
C-MYC pathway,PID,2,TAF9;RUVBL2,25 (25),0.239,1,0,,0 (0),1,1,0.239,1
Presenilin action in Notch and Wnt signaling,PID,3,PPP2R5D;HDAC1;CTBP1,46 (46),0.246,1,0,,0 (0),1,1,0.246,1
ID,NetPath,2,CDK2;RBL1,26 (26),0.253,1,0,,0 (0),1,1,0.253,1
PPAR Alpha Pathway,Wikipathways,2,CDK4;CDK1,26 (26),0.253,1,0,,0 (1),1,1,0.253,1
RNA Polymerase II Transcription Pre-Initiation And Promoter Opening,Reactome,3,TAF1;TAF9;GTF2F1,47 (47),0.256,1,0,,0 (0),1,1,0.256,1
Energy Metabolism,Wikipathways,3,HDAC1;MYBBP1A;TFAM,47 (47),0.256,1,0,,0 (1),1,1,0.256,1
nuclear receptors coordinate the activities of chromatin remodeling complexes and coactivators to facilitate initiation of transcription in carcinoma cells,BioCarta,1,NCOR2,8 (8),0.262,1,0,,0 (0),1,1,0.262,1
Wnt signaling network,PID,2,LRP5;IGFBP4,28 (29),0.281,1,0,,0 (0),1,1,0.281,1
Reelin signaling pathway,PID,2,MAP1B;LRPAP1,28 (28),0.281,1,0,,0 (0),1,1,0.281,1
multi-step regulation of transcription by pitx2,BioCarta,2,PPP2R5D;HDAC1,28 (28),0.281,1,0,,0 (1),1,1,0.281,1
AndrogenReceptor,NetPath,7,CDC25A;AHR;NONO;NCOR2;RAN;GTF2F1;HDAC1,143 (143),0.286,1,0,,0 (0),1,1,0.286,1
Formation of HIV elongation complex in the absence of HIV Tat,Reactome,3,GTF2F1;SSRP1;NCBP1,50 (52),0.286,1,0,,0 (0),1,1,0.286,1
Supression of HMGB1 mediated inflammation by THBD,Wikipathways,1,HMGB1,9 (9),0.29,1,0,,0 (0),1,1,0.29,1
Activation of PUMA and translocation to mitochondria,Reactome,1,E2F1,9 (9),0.29,1,0,,0 (0),1,1,0.29,1
btg family proteins and cell cycle regulation,BioCarta,1,CHAF1A,9 (9),0.29,1,0,,0 (0),1,1,0.29,1
The role of Nef in HIV-1 replication and disease pathogenesis,Reactome,2,AP2A2;AP2S1,29 (29),0.295,1,0,,0 (0),1,1,0.295,1
Wnt Signaling Pathway,Wikipathways,3,LRP5;CDK6;CTBP1,51 (51),0.297,1,0,,0 (0),1,1,0.297,1
IL2 signaling events mediated by STAT5,PID,2,CCNA2;CDK6,30 (30),0.309,1,0,,0 (0),1,1,0.309,1
Extracellular vesicle-mediated signaling in recipient cells,Wikipathways,2,TGFB1;MET,30 (30),0.309,1,0,,0 (0),1,1,0.309,1
Removal of aminoterminal propeptides from gamma-carboxylated proteins,Reactome,1,F10,10 (10),0.317,1,0,,0 (3),1,1,0.317,1
regulation of splicing through sam68,BioCarta,1,CDK1,10 (10),0.317,1,0,,0 (0),1,1,0.317,1
FBXL7 down-regulates AURKA during mitotic entry and in early mitosis,Reactome,1,AURKA,10 (10),0.317,1,0,,0 (0),1,1,0.317,1
Interleukin-27 signaling,Reactome,1,CANX,10 (10),0.317,1,0,,0 (0),1,1,0.317,1
Mammary gland development pathway - Involution (Stage 4 of 4),Wikipathways,1,E2F1,10 (10),0.317,1,0,,0 (1),1,1,0.317,1
Liver X Receptor Pathway,Wikipathways,1,SREBF1,10 (10),0.317,1,0,,0 (1),1,1,0.317,1
Ovarian Infertility Genes,Wikipathways,2,CDK4;MLH1,31 (31),0.323,1,0,,0 (0),1,1,0.323,1
Ribosome biogenesis in eukaryotes - Homo sapiens (human),KEGG,5,NOP56;HEATR1;UTP6;NHP2;RAN,101 (105),0.325,1,0,,0 (0),1,1,0.325,1
Constitutive Androstane Receptor Pathway,Wikipathways,2,SMC1A;ALAS1,32 (32),0.337,1,0,,0 (1),1,1,0.337,1
Initiation of transcription and translation elongation at the HIV-1 LTR,Wikipathways,2,HDAC1;HDAC2,32 (32),0.337,1,0,,0 (0),1,1,0.337,1
Validated transcriptional targets of TAp63 isoforms,PID,3,NOC2L;PLK1;SSRP1,55 (55),0.338,1,0,,0 (0),1,1,0.338,1
Liver steatosis AOP,Wikipathways,5,SREBF1;ACAA2;ALAS1;SMC1A;ACACA,103 (103),0.34,1,0,,0 (0),1,1,0.34,1
Signaling mediated by p38-gamma and p38-delta,PID,1,STMN1,11 (12),0.342,1,0,,0 (0),1,1,0.342,1
Hepatitis C and Hepatocellular Carcinoma,Wikipathways,3,TGFB1;NOS2;BIRC5,56 (56),0.348,1,0,,0 (0),1,1,0.348,1
integrin signaling pathway,BioCarta,2,ACTN4;LRPAP1,33 (33),0.35,1,0,,0 (0),1,1,0.35,1
Signaling of Hepatocyte Growth Factor Receptor,Wikipathways,2,DOCK1;MET,34 (34),0.364,1,0,,0 (0),1,1,0.364,1
Receptor Mediated Mitophagy,Reactome,1,PGAM5,12 (12),0.367,1,0,,0 (0),1,1,0.367,1
Notch,NetPath,3,HDAC1;HDAC2;NCOR2,58 (59),0.369,1,0,,0 (0),1,1,0.369,1
Circadian Clock,Reactome,2,SREBF1;PPP1CC,35 (35),0.378,1,0,,0 (2),1,1,0.378,1
Preimplantation Embryo,Wikipathways,3,KHSRP;SMARCA4;HNRNPAB,59 (59),0.379,1,0,,0 (0),1,1,0.379,1
IL-7 signaling,INOH,8,PLK1;MET;CDK6;CDK1;CDK2;CDK4;CDC7;WEE1,184 (185),0.381,1,0,,0 (0),1,1,0.381,1
Herpes simplex infection - Homo sapiens (human),KEGG,8,IFNGR1;C1QBP;HCFC1;PPP1CC;CDK2;CDK1;GTF2I;SRSF4,185 (185),0.387,1,0,,0 (0),1,1,0.387,1
EPO signaling,INOH,8,PLK1;MET;CDK6;CDK1;CDK2;CDK4;CDC7;WEE1,185 (186),0.387,1,0,,0 (2),1,1,0.387,1
Control of immune tolerance by vasoactive intestinalpeptide,Wikipathways,1,TGFB1,13 (13),0.39,1,0,,0 (0),1,1,0.39,1
DEx/H-box helicases activate type I IFN and inflammatory cytokines production ,Reactome,1,HMGB1,13 (13),0.39,1,0,,0 (3),1,1,0.39,1
b cell survival pathway,BioCarta,1,BIRC5,13 (13),0.39,1,0,,0 (0),1,1,0.39,1
il 6 signaling pathway,BioCarta,1,LRPPRC,13 (13),0.39,1,0,,0 (0),1,1,0.39,1
role of mitochondria in apoptotic signaling,BioCarta,1,AIFM1,13 (13),0.39,1,0,,0 (0),1,1,0.39,1
Osteopontin Signaling,Wikipathways,1,SPP1,13 (13),0.39,1,0,,0 (0),1,1,0.39,1
TFs Regulate miRNAs related to cardiac hypertrophy,Wikipathways,1,TGFB1,13 (13),0.39,1,0,,0 (0),1,1,0.39,1
Mammary gland development pathway - Puberty (Stage 2 of 4),Wikipathways,1,FN1,13 (13),0.39,1,0,,0 (1),1,1,0.39,1
Development of pulmonary dendritic cells and macrophage subsets,Wikipathways,1,IRF8,13 (13),0.39,1,0,,0 (0),1,1,0.39,1
Transcriptional cascade regulating adipogenesis,Wikipathways,1,SREBF1,13 (13),0.39,1,0,,0 (0),1,1,0.39,1
Notch Signaling Pathway,Wikipathways,3,HDAC1;HDAC2;NCOR2,61 (61),0.399,1,0,,0 (0),1,1,0.399,1
IL23-mediated signaling events,PID,2,MPO;NOS2,37 (37),0.404,1,0,,0 (1),1,1,0.404,1
CDT1 association with the CDC6:ORC:origin complex,Reactome,1,CDT1,14 (14),0.413,1,0,,0 (0),1,1,0.413,1
TGF-B Signaling in Thyroid Cells for Epithelial-Mesenchymal Transition,Wikipathways,1,FN1,14 (14),0.413,1,0,,0 (0),1,1,0.413,1
Formation of RNA Pol II elongation complex ,Reactome,3,GTF2F1;SSRP1;NCBP1,63 (65),0.42,1,0,,0 (0),1,1,0.42,1
Androgen receptor signaling pathway,Wikipathways,4,FKBP4;HDAC1;NCOR2;RAN,89 (89),0.426,1,0,,0 (0),1,1,0.426,1
EGFR1,NetPath,18,DOCK1;LDHA;HIPK2;RACGAP1;MET;TAGLN2;CTBP1;ESYT1;ACTN4;AHNAK;HDAC1;STIP1;CDK1;HTT;CDK2;AP2S1;EIF4G1;RPLP0,455 (457),0.434,1,0,,0 (4),1,1,0.434,1
chaperones modulate interferon signaling pathway,BioCarta,1,IFNGR1,15 (15),0.435,1,0,,0 (1),1,1,0.435,1
TFAP2 (AP-2) family regulates transcription of growth factors and their receptors,Reactome,1,ATAD2,15 (15),0.435,1,0,,0 (0),1,1,0.435,1
Negative regulation of TCF-dependent signaling by WNT ligand antagonists,Reactome,1,LRP5,15 (15),0.435,1,0,,0 (0),1,1,0.435,1
Mitophagy - animal - Homo sapiens (human),KEGG,3,BCL2L13;E2F1;PGAM5,65 (65),0.44,1,0,,0 (0),1,1,0.44,1
Bladder Cancer,Wikipathways,2,CDK4;E2F1,40 (40),0.443,1,0,,0 (0),1,1,0.443,1
Human Thyroid Stimulating Hormone (TSH) signaling pathway,Wikipathways,3,CDK2;CDK4;E2F1,66 (66),0.449,1,0,,0 (0),1,1,0.449,1
Syndecan-2-mediated signaling events,PID,2,TGFB1;FN1,41 (41),0.456,1,0,,0 (1),1,1,0.456,1
Bladder cancer - Homo sapiens (human),KEGG,2,CDK4;E2F1,41 (41),0.456,1,0,,0 (0),1,1,0.456,1
Common Pathways Underlying Drug Addiction,Wikipathways,2,GRIA3;PPP1CC,41 (41),0.456,1,0,,0 (0),1,1,0.456,1
eukaryotic protein translation,BioCarta,1,EIF4G1,16 (17),0.456,1,0,,0 (0),1,1,0.456,1
Interactome of polycomb repressive complex 2 (PRC2),Wikipathways,1,RBBP4,16 (16),0.456,1,0,,0 (0),1,1,0.456,1
Wnt,NetPath,3,LRP5;CDK6;CTBP1,68 (69),0.469,1,0,,0 (0),1,1,0.469,1
Canonical and Non-Canonical TGF-B signaling,Wikipathways,1,TGFB1,17 (17),0.476,1,0,,0 (0),1,1,0.476,1
KitReceptor,NetPath,3,CDK2;MAD2L1;SPRED1,70 (70),0.488,1,0,,0 (0),1,1,0.488,1
Interleukin-11 Signaling Pathway,Wikipathways,2,TGFB1;BIRC5,44 (44),0.493,1,0,,0 (0),1,1,0.493,1
miRNA targets in ECM and membrane receptors,Wikipathways,2,COL5A1;FN1,44 (44),0.493,1,0,,0 (0),1,1,0.493,1
Beta5 beta6 beta7 and beta8 integrin cell surface interactions,PID,1,FN1,18 (18),0.496,1,0,,0 (2),1,1,0.496,1
er associated degradation (erad) pathway,BioCarta,1,UGGT1,18 (18),0.496,1,0,,0 (0),1,1,0.496,1
SREBF and miR33 in cholesterol and lipid homeostasis,Wikipathways,1,SREBF1,18 (18),0.496,1,0,,0 (0),1,1,0.496,1
Mammary gland development pathway - Embryonic development (Stage 1 of 4),Wikipathways,1,TGFB1,18 (18),0.496,1,0,,0 (1),1,1,0.496,1
Beta defensins,Reactome,2,TLR1;CCR2,45 (51),0.505,1,0,,0 (0),1,1,0.505,1
RAGE,NetPath,2,CDK2;AIFM1,45 (45),0.505,1,0,,0 (0),1,1,0.505,1
Mesodermal Commitment Pathway,Wikipathways,6,WDHD1;C1QBP;TRIM28;NCAPG2;HTT;ACACA,153 (153),0.51,1,0,,0 (0),1,1,0.51,1
Hypoxic and oxygen homeostasis regulation of HIF-1-alpha,PID,1,EGLN1,19 (19),0.515,1,0,,0 (0),1,1,0.515,1
prion pathway,BioCarta,1,RPSA,19 (19),0.515,1,0,,0 (0),1,1,0.515,1
Other semaphorin interactions,Reactome,1,PLXND1,19 (19),0.515,1,0,,0 (0),1,1,0.515,1
Apoptosis Modulation by HSP70,Wikipathways,1,AIFM1,19 (19),0.515,1,0,,0 (0),1,1,0.515,1
Aryl Hydrocarbon Receptor Pathway,Wikipathways,2,TGFB1;AHR,46 (46),0.517,1,0,,0 (1),1,1,0.517,1
Neural Crest Differentiation,Wikipathways,4,HDAC2;HDAC1;MYB;HDAC6,101 (101),0.524,1,0,,0 (0),1,1,0.524,1
Validated targets of C-MYC transcriptional repression,PID,3,HDAC1;IRF8;RBL1,74 (74),0.526,1,0,,0 (0),1,1,0.526,1
Bacterial invasion of epithelial cells - Homo sapiens (human),KEGG,3,DOCK1;FN1;MET,74 (74),0.526,1,0,,0 (0),1,1,0.526,1
TGF-beta signaling TAK1,INOH,1,TGFB1,20 (20),0.533,1,0,,0 (0),1,1,0.533,1
SUMOylation of transcription factors,Reactome,1,SUMO3,20 (20),0.533,1,0,,0 (0),1,1,0.533,1
tgf beta signaling pathway,BioCarta,1,TGFB1,20 (20),0.533,1,0,,0 (1),1,1,0.533,1
Syndecan interactions,Reactome,1,TGFB1,20 (20),0.533,1,0,,0 (2),1,1,0.533,1
Olfactory bulb development and olfactory learning,Wikipathways,1,PCNT,20 (20),0.533,1,0,,0 (0),1,1,0.533,1
Exercise-induced Circadian Regulation,Wikipathways,2,SF3A3;SUMO3,48 (48),0.54,1,0,,0 (0),1,1,0.54,1
Regulation of Apoptosis by Parathyroid Hormone-related Protein,Wikipathways,1,BCL2L13,21 (21),0.55,1,0,,0 (0),1,1,0.55,1
Antigen processing and presentation - Homo sapiens (human),KEGG,3,CANX;HSP90AB1;PSME3,77 (77),0.553,1,0,,0 (0),1,1,0.553,1
Epithelial to mesenchymal transition in colorectal cancer,Wikipathways,6,TGFB1;FOXM1;STRAP;RBBP4;LRP5;FN1,160 (160),0.554,1,0,,0 (0),1,1,0.554,1
TGF-beta receptor signaling,PID,2,TGFB1;STRAP,50 (50),0.562,1,0,,0 (0),1,1,0.562,1
Senescence and Autophagy in Cancer,Wikipathways,4,TGFB1;RSL1D1;E2F1;FN1,106 (106),0.562,1,0,,0 (0),1,1,0.562,1
erk1/erk2 mapk signaling pathway,BioCarta,1,PPP2R5D,22 (22),0.567,1,0,,0 (1),1,1,0.567,1
The human immune response to tuberculosis,Wikipathways,1,IFNGR1,22 (22),0.567,1,0,,0 (0),1,1,0.567,1
NRF2-ARE regulation,Wikipathways,1,PGAM5,23 (23),0.583,1,0,,0 (0),1,1,0.583,1
caspase cascade in apoptosis,BioCarta,1,SREBF1,23 (23),0.583,1,0,,0 (0),1,1,0.583,1
Protein export - Homo sapiens (human),KEGG,1,SRP72,23 (23),0.583,1,0,,0 (0),1,1,0.583,1
Metastatic brain tumor,Wikipathways,1,CDK6,23 (23),0.583,1,0,,0 (0),1,1,0.583,1
tumor suppressor arf inhibits ribosomal biogenesis,BioCarta,1,E2F1,24 (24),0.599,1,0,,0 (0),1,1,0.599,1
IL1 and megakaryocytes in obesity,Wikipathways,1,TLR1,24 (24),0.599,1,0,,0 (0),1,1,0.599,1
TGF-beta Receptor Signaling,Wikipathways,2,TGFB1;SPP1,55 (55),0.614,1,0,,0 (0),1,1,0.614,1
Defensins,Reactome,2,TLR1;CCR2,55 (61),0.614,1,0,,0 (2),1,1,0.614,1
VEGFR3 signaling in lymphatic endothelium,PID,1,FN1,25 (25),0.614,1,0,,0 (0),1,1,0.614,1
Hedgehog,NetPath,1,CCNB1,25 (25),0.614,1,0,,0 (0),1,1,0.614,1
Signal Transduction of S1P Receptor,Wikipathways,1,RACGAP1,25 (25),0.614,1,0,,0 (0),1,1,0.614,1
Ectoderm Differentiation,Wikipathways,5,HIST1H2BH;CTBP1;HMGB2;HDAC6;PI4KA,142 (142),0.616,1,0,,0 (0),1,1,0.616,1
TGF-beta signaling pathway - Homo sapiens (human),KEGG,3,TGFB1;E2F4;RBL1,85 (85),0.62,1,0,,0 (0),1,1,0.62,1
BMP2 signaling TGF-beta MV,INOH,2,TGFB1;SMARCA4,56 (56),0.624,1,0,,0 (0),1,1,0.624,1
Other interleukin signaling,Reactome,1,PRTN3,26 (26),0.628,1,0,,0 (2),1,1,0.628,1
IL27-mediated signaling events,PID,1,TGFB1,26 (26),0.628,1,0,,0 (1),1,1,0.628,1
ALK1 signaling events,PID,1,TGFB1,26 (26),0.628,1,0,,0 (0),1,1,0.628,1
Activation of gene expression by SREBF (SREBP),Reactome,1,SREBF1,26 (26),0.628,1,0,,0 (0),1,1,0.628,1
TSH,NetPath,1,CANX,26 (26),0.628,1,0,,0 (1),1,1,0.628,1
Steatosis AOP,Wikipathways,1,SREBF1,26 (26),0.628,1,0,,0 (1),1,1,0.628,1
RNA Pol II CTD phosphorylation and interaction with CE during HIV infection,Reactome,1,GTF2F1,27 (27),0.642,1,0,,0 (0),1,1,0.642,1
RNA Pol II CTD phosphorylation and interaction with CE,Reactome,1,GTF2F1,27 (27),0.642,1,0,,0 (0),1,1,0.642,1
alk in cardiac myocytes,BioCarta,1,TGFB1,27 (27),0.642,1,0,,0 (0),1,1,0.642,1
Cytokines and Inflammatory Response,Wikipathways,1,TGFB1,28 (29),0.656,1,0,,0 (0),1,1,0.656,1
IL3-mediated signaling events,PID,1,HDAC1,28 (28),0.656,1,0,,0 (0),1,1,0.656,1
TWEAK,NetPath,1,HDAC1,28 (28),0.656,1,0,,0 (0),1,1,0.656,1
Hippo signaling pathway - multiple species - Homo sapiens (human),KEGG,1,RASSF4,28 (29),0.656,1,0,,0 (0),1,1,0.656,1
RNA Polymerase III Transcription Initiation From Type 1 Promoter,Reactome,1,GTF3A,28 (29),0.656,1,0,,0 (0),1,1,0.656,1
TYROBP Causal Network,Wikipathways,2,SPP1;HLX,60 (60),0.661,1,0,,0 (0),1,1,0.661,1
Phase I - Functionalization of compounds,Wikipathways,0,,0 (0),1,1,1,HMDB00538,144 (195),0.667,1,0.667,1
Corticotropin-releasing hormone signaling pathway,Wikipathways,3,TGFB1;TRIM28;ACACA,92 (92),0.673,1,0,,0 (0),1,1,0.673,1
Budding and maturation of HIV virion,Reactome,1,PPIA,30 (30),0.681,1,0,,0 (0),1,1,0.681,1
Mitophagy,Reactome,1,PGAM5,30 (30),0.681,1,0,,0 (0),1,1,0.681,1
MicroRNAs in cancer - Homo sapiens (human),KEGG,10,CDC25A;CDC25C;MET;CDCA5;ABCC1;E2F1;STMN1;HDAC1;DNMT1;CDK6,299 (299),0.684,1,0,,0 (0),1,1,0.684,1
Vitamin D Receptor Pathway,Wikipathways,6,TGFB1;IRF8;SPP1;LRP5;STEAP4;CDK2,184 (184),0.689,1,0,,0 (1),1,1,0.689,1
Nonalcoholic fatty liver disease,Wikipathways,5,SREBF1;UQCRC1;TGFB1;MLX;CYC1,155 (155),0.692,1,0,,0 (4),1,1,0.692,1
Molecules associated with elastic fibres,Reactome,1,TGFB1,31 (31),0.693,1,0,,0 (0),1,1,0.693,1
Toll-like Receptor Signaling,Wikipathways,1,TLR1,31 (31),0.693,1,0,,0 (0),1,1,0.693,1
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway,Wikipathways,10,SREBF1;SPP1;MET;NOS2;COMP;COL5A1;PPP2R5D;ACACA;HSP90AB1;FN1,302 (302),0.696,1,0,,0 (2),1,1,0.696,1
IL4-mediated signaling events,PID,2,MYB;GTF3A,65 (65),0.704,1,0,,0 (4),1,1,0.704,1
IL12-mediated signaling events,PID,2,NOS2;HLX,65 (65),0.704,1,0,,0 (1),1,1,0.704,1
Inflammatory bowel disease (IBD) - Homo sapiens (human),KEGG,2,TGFB1;IFNGR1,65 (65),0.704,1,0,,0 (0),1,1,0.704,1
IL12 signaling mediated by STAT4,PID,1,TGFB1,32 (32),0.704,1,0,,0 (1),1,1,0.704,1
Development and heterogeneity of the ILC family,Wikipathways,1,AHR,32 (32),0.704,1,0,,0 (0),1,1,0.704,1
LncRNA involvement in canonical Wnt signaling and colorectal cancer,Wikipathways,3,LRP5;CDK6;CTBP1,97 (97),0.707,1,0,,0 (0),1,1,0.707,1
B Cell Receptor Signaling Pathway,Wikipathways,3,ILF2;GTF2I;PIK3AP1,98 (98),0.714,1,0,,0 (0),1,1,0.714,1
BCR,NetPath,4,CDK2;CDK4;CDK6;GTF2I,129 (129),0.715,1,0,,0 (0),1,1,0.715,1
Inflammatory Response Pathway,Wikipathways,1,FN1,33 (33),0.715,1,0,,0 (0),1,1,0.715,1
Apoptosis - multiple species - Homo sapiens (human),KEGG,1,BIRC5,33 (33),0.715,1,0,,0 (0),1,1,0.715,1
BMP signaling Dro,INOH,1,SMARCA4,34 (34),0.726,1,0,,0 (0),1,1,0.726,1
Wnt Signaling Pathway and Pluripotency,Wikipathways,3,LRP5;CTBP1;RACGAP1,101 (101),0.733,1,0,,0 (1),1,1,0.733,1
Class I PI3K signaling events mediated by Akt,PID,1,KPNA1,35 (35),0.736,1,0,,0 (0),1,1,0.736,1
HIF-2-alpha transcription factor network,PID,1,EGLN1,35 (35),0.736,1,0,,0 (2),1,1,0.736,1
Photodynamic therapy-induced NF-kB survival signaling,Wikipathways,1,BIRC5,35 (35),0.736,1,0,,0 (0),1,1,0.736,1
Prolactin,NetPath,2,MYB;PPIA,70 (70),0.742,1,0,,0 (0),1,1,0.742,1
IL1-mediated signaling events,PID,1,ERC1,36 (36),0.746,1,0,,0 (1),1,1,0.746,1
Elastic fibre formation,Reactome,1,TGFB1,36 (36),0.746,1,0,,0 (0),1,1,0.746,1
RNA Polymerase III Transcription Initiation,Reactome,1,GTF3A,36 (37),0.746,1,0,,0 (0),1,1,0.746,1
Alpha6Beta4Integrin,NetPath,2,RPSA;MET,71 (71),0.749,1,0,,0 (0),1,1,0.749,1
Endoderm Differentiation,Wikipathways,2,TGFB1;CAND1,71 (71),0.749,1,0,,0 (0),1,1,0.749,1
Validated transcriptional targets of AP1 family members Fra1 and Fra2,PID,1,CCNA2,37 (37),0.756,1,0,,0 (2),1,1,0.756,1
signal transduction through il1r,BioCarta,1,TGFB1,37 (37),0.756,1,0,,0 (2),1,1,0.756,1
Adherens junction - Homo sapiens (human),KEGG,2,MET;ACTN4,72 (72),0.756,1,0,,0 (0),1,1,0.756,1
G13 Signaling Pathway,Wikipathways,1,CIT,38 (38),0.765,1,0,,0 (0),1,1,0.765,1
Apoptotic cleavage of cellular proteins,Reactome,1,STK26,38 (38),0.765,1,0,,0 (0),1,1,0.765,1
Striated Muscle Contraction Pathway,Wikipathways,1,ACTN4,38 (38),0.765,1,0,,0 (0),1,1,0.765,1
Fibroblast growth factor-1,NetPath,2,RAN;PRKCSH,74 (74),0.769,1,0,,0 (0),1,1,0.769,1
Ghrelin,NetPath,1,ACACA,39 (39),0.774,1,0,,0 (0),1,1,0.774,1
Prolactin Signaling Pathway,Wikipathways,2,NOS2;PPIA,76 (76),0.782,1,0,,0 (0),1,1,0.782,1
IL2,NetPath,2,CDK2;EIF3B,76 (76),0.782,1,0,,0 (0),1,1,0.782,1
IL-5 Signaling Pathway,Wikipathways,1,SPRED1,40 (40),0.782,1,0,,0 (0),1,1,0.782,1
Integrated Lung Cancer Pathway,Wikipathways,1,ERC1,40 (40),0.782,1,0,,0 (0),1,1,0.782,1
Regulation of toll-like receptor signaling pathway,Wikipathways,4,TLR1;SPP1;PLK1;CUEDC2,143 (143),0.786,1,0,,0 (2),1,1,0.786,1
BMP receptor signaling,PID,1,NUP214,41 (41),0.79,1,0,,0 (0),1,1,0.79,1
TNF related weak inducer of apoptosis (TWEAK) Signaling Pathway,Wikipathways,1,HDAC1,41 (41),0.79,1,0,,0 (0),1,1,0.79,1
Eukaryotic Transcription Initiation,Wikipathways,1,TAF9,41 (41),0.79,1,0,,0 (0),1,1,0.79,1
Non-integrin membrane-ECM interactions,Reactome,1,TGFB1,42 (42),0.798,1,0,,0 (3),1,1,0.798,1
TGF-Core,Signalink,1,TGFB1,42 (42),0.798,1,0,,0 (0),1,1,0.798,1
LKB1 signaling events,PID,1,STK26,43 (43),0.806,1,0,,0 (0),1,1,0.806,1
IL-6 signaling pathway,Wikipathways,1,HDAC1,43 (43),0.806,1,0,,0 (0),1,1,0.806,1
Collagen chain trimerization,Reactome,1,COL5A1,44 (44),0.813,1,0,,0 (0),1,1,0.813,1
WNT-Core,Signalink,1,LRP5,44 (44),0.813,1,0,,0 (0),1,1,0.813,1
FOXA2 and FOXA3 transcription factor networks,PID,1,ALAS1,45 (45),0.82,1,0,,0 (4),1,1,0.82,1
Peroxisome - Homo sapiens (human),KEGG,2,NOS2;ECI2,83 (83),0.822,1,0,,0 (0),1,1,0.822,1
Hippo signaling pathway - Homo sapiens (human),KEGG,4,TGFB1;LLGL1;BIRC5;PPP1CC,153 (154),0.828,1,0,,0 (0),1,1,0.828,1
ncRNAs involved in Wnt signaling in hepatocellular carcinoma,Wikipathways,2,LRP5;CTBP1,86 (86),0.836,1,0,,0 (0),1,1,0.836,1
Nuclear Receptors Meta-Pathway,Wikipathways,9,TGFB1;SREBF1;GSTM1;AHR;SMC1A;ALAS1;CDK1;CDK4;HSP90AB1,316 (316),0.839,1,0,,0 (0),1,1,0.839,1
